Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
0.09450001,0.04101563,-1.3984379999999998,0.331543,-70.36585,36.34146,86.58537,-0.05224609,-0.9155273000000002,0.234375,-24.63415,6.463415,-21.09756,0.36962890000000004,-0.6035156,0.8193359,119.3902,-124.0244,-103.2317,0.05273438,-0.6816406,0.8500976999999998,-24.207320000000003,-35.12195,12.31707
0.0972,0.08935547,-1.3549799999999999,0.41015630000000003,-67.19511999999999,34.2683,85.30488000000001,-0.04980469,-0.9277344000000001,0.2197266,-28.963420000000003,6.463415,-21.58537,0.637207,-0.9208984,0.7202148,114.0854,-128.1707,-111.0976,0.05029297,-0.6953125,0.8574219000000001,-24.32927,-51.402440000000006,10.79268
0.0999,0.1225586,-1.318848,0.44970699999999997,-65.30488000000001,33.597559999999994,84.45123000000001,-0.04931641,-0.9501953000000002,0.22509770000000004,-30.609759999999998,6.829267999999999,-22.62195,0.6943359,-0.9438476999999998,0.6767578000000001,111.2805,-114.6341,-114.4512,0.05712891,-0.7089844,0.8476563,-24.695120000000003,-59.93903,10.12195
0.1026,0.16992190000000001,-1.239746,0.4819335999999999,-62.62195,32.7439,82.43903,-0.04931641,-0.9550780999999999,0.2304688,-32.073170000000005,8.109755999999999,-24.63415,0.7094727,-0.8032227,0.6025391,100.4878,-68.84147,-114.1463,0.06982422,-0.6987305,0.8305664,-26.58537,-77.13415,7.682927
0.1053,0.1987305,-1.213867,0.4672852,-62.0122,32.13415,81.52439,-0.05322266,-0.9462891,0.23193360000000002,-33.35366,8.719512,-25.792679999999997,0.6884766,-0.671875,0.5810546999999999,92.2561,-41.585370000000005,-111.4024,0.08447266,-0.6962891,0.8266601999999998,-27.560979999999997,-83.90244,6.402439
0.10800000000000001,0.1982422,-1.180664,0.4013672,-61.402440000000006,31.524390000000004,79.02439,-0.05273438,-0.9375,0.2255859,-36.34146,8.841464,-28.536590000000004,0.5834961,-0.4013672,0.6162109,76.46342,12.43902,-99.69511999999999,0.11621089999999999,-0.6894531,0.8330078000000002,-30.304879999999997,-92.0122,3.04878
0.1107,0.1826172,-1.166016,0.3686523,-60.4878,30.12195,77.92683000000001,-0.03955078,-0.9375,0.20947270000000004,-40.4878,9.939025,-31.646340000000002,0.5249023,-0.296875,0.6513671999999999,69.63415,36.402440000000006,-92.7439,0.1337891,-0.6865234,0.828125,-30.91463,-91.40244,-0.4878049
0.1134,0.1708984,-1.1333010000000001,0.30078130000000003,-60.12195,29.39025,77.0122,-0.03271484,-0.9428711,0.20263670000000003,-42.80488,9.878049,-33.17073,0.402832,-0.1767578,0.7241211,58.292680000000004,68.10976,-80.60976,0.1606445,-0.6733398,0.8081055,-31.036590000000004,-88.84147,-2.256098
0.1161,0.15820309999999999,-1.119629,0.2910156,-59.329269999999994,27.68293,75.2439,-0.02636719,-0.9624023000000002,0.2236328,-46.21951,10.731710000000001,-35.18293,0.34375,-0.1728516,0.7592773,54.63415,73.96342,-75.85365999999999,0.16796879999999997,-0.6635741999999999,0.8032227,-31.524390000000004,-80.30488000000001,-5.9146339999999995
0.1188,0.16015629999999997,-1.118652,0.3173828,-59.08537,27.0122,73.96342,-0.02685547,-0.9619141,0.2587891,-46.82927,12.0122,-35.85366,0.2592773,-0.2490234,0.8144531,51.46342,66.64634000000001,-68.17073,0.1665039,-0.6748046999999999,0.7646484,-31.280490000000004,-75.67073,-6.890244
